link,id,lat,lon
302313,59491,-91.938,41.688
286185,59491,-91.938,41.688
291337,59716,-91.813,41.688
291337,59491,-91.938,41.688
239145,59716,-91.813,41.688
35529,59716,-91.813,41.688
35529,59491,-91.938,41.688
24329,59716,-91.813,41.688
29481,59491,-91.938,41.688
28585,59491,-91.938,41.688
27241,59491,-91.938,41.688
23209,59491,-91.938,41.688
14697,59716,-91.813,41.688
9321,59941,-91.688,41.688
1033,59491,-91.938,41.688
311495,59941,-91.688,41.688
151559,59941,-91.688,41.688
289095,59941,-91.688,41.688
274087,59491,-91.938,41.688
285287,59716,-91.813,41.688
255943,59941,-91.688,41.688
215623,59941,-91.688,41.688
202407,59941,-91.688,41.688
211143,59716,-91.813,41.688
220775,59941,-91.688,41.688
210023,59491,-91.938,41.688
223911,59491,-91.938,41.688
220551,59716,-91.813,41.688
224135,59716,-91.813,41.688
238695,59941,-91.688,41.688
233767,59716,-91.813,41.688
234663,59941,-91.688,41.688
239143,60166,-91.563,41.688
238471,59941,-91.688,41.688
238247,59716,-91.813,41.688
313512,59491,-91.938,41.688
312840,59491,-91.938,41.688
311944,59941,-91.688,41.688
311496,59941,-91.688,41.688
309256,59941,-91.688,41.688
308584,59491,-91.938,41.688
307464,59491,-91.938,41.688
306344,59716,-91.813,41.688
305448,59716,-91.813,41.688
304776,59716,-91.813,41.688
299624,59491,-91.938,41.688
298952,59941,-91.688,41.688
297384,59491,-91.938,41.688
294024,59941,-91.688,41.688
293800,59716,-91.813,41.688
292680,59941,-91.688,41.688
291336,60166,-91.563,41.688
291112,59491,-91.938,41.688
290440,60166,-91.563,41.688
289992,59716,-91.813,41.688
286184,59491,-91.938,41.688
284392,59716,-91.813,41.688
283272,59716,-91.813,41.688
283048,59491,-91.938,41.688
282376,59941,-91.688,41.688
281704,59716,-91.813,41.688
280360,59941,-91.688,41.688
275880,59716,-91.813,41.688
270952,59716,-91.813,41.688
269832,60166,-91.563,41.688
268936,59716,-91.813,41.688
266248,59491,-91.938,41.688
265352,60166,-91.563,41.688
264456,59491,-91.938,41.688
261768,59491,-91.938,41.688
259304,59716,-91.813,41.688
258184,60166,-91.563,41.688
257512,59941,-91.688,41.688
256840,59716,-91.813,41.688
253480,59716,-91.813,41.688
252136,60166,-91.563,41.688
251464,59716,-91.813,41.688
249672,59491,-91.938,41.688
247656,59491,-91.938,41.688
246536,59716,-91.813,41.688
244744,59716,-91.813,41.688
243400,59491,-91.938,41.688
243176,59491,-91.938,41.688
240936,59716,-91.813,41.688
238248,59716,-91.813,41.688
238024,59716,-91.813,41.688
236008,59491,-91.938,41.688
